"event_time",title,type,content
"Jun 12, 2025 @ 00:00:00.000","高考女生挑行李回家感动网友，热心人愿资助求学","日常琐事","近日，广西桂林灌阳县第二高级中学的刘同学高考结束后挑扁担回家的视频走红网络，感动无数网友。视频中，她穿着朴素，用木棍当扁担挑着两个塞得鼓鼓的编织袋，步伐坚定地走向家的方向，与校门口家长簇拥、鲜花拥抱的场景形成鲜明对比。刘同学来自农村脱贫家庭，父亲常年在外打工，母亲务农，她从小懂事刻苦，学习成绩中上等，常帮家里干农活，实干能力强。网友称赞其“挑起的是责任与希望”，人民日报也点赞，更有热心人愿资助。刘同学表示感谢，计划暑假在家附近找工或摆摊卖凉粉，未来想读教育专业当老师，认为“一家人在一起就足够”。"
"Jun 12, 2025 @ 00:00:00.000","重庆九龙坡火灾系谣言，警方通报实际无人伤亡","日常琐事","6月11日13时12分，重庆九龙坡区石桥铺电脑城外一摩托车临时停放点发生火灾，消防部门迅速处置，13时33分明火被扑灭，现场无人员伤亡，起火原因正进一步调查。6月12日，网上流传一份“警情通报”称火灾系人为纵火并造成4死3重伤7轻伤，经重庆市公安局、消防救援总队核实，该通报系网民自行伪造（PS生成），内容不实。目前警方已对造谣者展开调查。"
"Jun 12, 2025 @ 00:00:00.000","哪吒汽车董事长被员工围堵讨薪，新总部暂停营业","职场","2025年6月11日，哪吒汽车上海新总部开工首日，多名员工围堵董事长兼CEO方运舟的办公室门口讨要被拖欠的工资。现场员工情绪激动，方运舟显得不耐烦，要求员工选代表沟通但未给出满意答复，随后关闭办公室房门未理会员工诉求。6月12日，哪吒汽车总部宣布员工即日起居家办公，办公室门禁失效，搬离个人物品需行政报备，方运舟已前往公司注册地桐乡。此前，哪吒汽车自2024年10月起陷入经营困境，出现裁员、降薪、拖欠货款等问题，5月底上海旧总部LOGO被拆除并迁至新址，新总部启用不足10天即发生讨薪事件，且公司存在票据违约、方运舟股权冻结等财务危机。"
"Jun 12, 2025 @ 00:00:00.000","17家车企承诺'60天账期'获工信部支持","职场","近日，一汽、东风、长安、广汽、比亚迪、吉利等17家重点车企陆续宣布“支付账期不超过60天”的承诺，旨在缓解中小供应商资金压力、优化供应链效率。6月12日，工业和信息化部明确表示支持这一举措，指出当前新能源汽车市场竞争加剧，部分供应商因账期延长面临资金周转困难，此举对构建“整车—零部件”协作共赢生态、促进产业健康可持续发展具有重要意义。工信部强调将引导车企与供应链企业建立长期稳定合作，推动大中小企业协同创新，提升产业链供应链韧性，助力全球汽车产业发展。"
"Jun 12, 2025 @ 00:00:00.000","存款市场调整：5年期大额存单消失，利率进入'1时代'","家庭","近期，银行大额存单市场迎来显著调整，利率全面进入“1时代”，5年期产品逐渐消失。受净息差压力影响，银行主动优化负债结构，压降长期存款成本。目前，国有大行如工行、农行、中行的1年期、2年期大额存单利率降至1.2%，3年期为1.55%；建行下架2年期和5年期产品，交行、邮储甚至无产品在售。储户收益明显缩水，如20万元存三年利息较此前减少约2000元。业内建议储户降低收益预期，转向多元化资产配置，平衡灵活性与收益。"
"Jun 12, 2025 @ 00:00:00.000","网民散布重庆火灾谣言被查，多方紧急辟谣","价值观","6月11日，重庆九龙坡区渝州路街道一摩托车临时停放点发生火灾，消防部门13时33分扑灭明火，现场无人员伤亡。6月12日，网上流传伪造的“警情通报”称该火灾系人为纵火，造成4人死亡、3人重伤、7人轻伤，并编造纵火者因女儿遇害投掷燃烧瓶的动机。经重庆市消防救援局、公安局核实，该“警情通报”系网民伪造（PS生成），内容与事实不符，属于谣言。目前警方已启动对造谣者的追查程序，并提醒网民不信谣、不传谣，共同维护网络环境。具体火灾原因仍在进一步调查中。"
"Jun 11, 2025 @ 00:00:00.000","5连胜！樊振东3-2林诗栋，今晚或与王楚钦对决","运动","2025年6月11日，2025乒超联赛第一阶段男团比赛中，上海地产集团与黄石基地·华新展开焦点战，前世界第一樊振东与现任世界第一林诗栋上演五局鏖战。樊振东首局7-11告负后，连扳两局11-7、11-7，虽第四局10-12再失一局，但决胜局11-8逆转，最终3-2险胜，斩获乒超单打五连胜，同时终结林诗栋开赛六连胜。今晚18:00，樊振东或将与世界排名第二的王楚钦展开对决。"
"Jun 11, 2025 @ 00:00:00.000","特斯拉市值一夜大涨4000亿","科技数码","当地时间2025年6月10日，美股三大指数集体收涨，纳指、标普500指数续创2月底以来收盘新高，道指创3月初以来新高。其中，特斯拉股价表现亮眼，当日大涨5.67%，报326.09美元，市值一夜增加约563亿美元（约合人民币4047亿元），最新总市值达1.05万亿美元。科技股多数上涨，英特尔涨近8%，创两个月最大单日涨幅；谷歌、Meta等涨幅超1%，特斯拉成为当日纳斯达克100指数成分股中表现突出的个股之一。"
"Jun 11, 2025 @ 00:00:00.000","小沈阳18岁女儿下周将在韩国出道，此前在演唱会登台唱跳遭吐槽","娱乐圈","小沈阳18岁女儿沈佳润（艺名Nina）将于6月19日以K-pop solo歌手身份在韩国发行首张迷你专辑正式出道。此前，5月31日小沈阳在沈阳举办演唱会时，沈佳润以“神秘嘉宾”身份登台唱跳，表演中被观众指出存在跑调、节奏卡不准等问题，加之现场屏幕歌词不同步、音响故障等设备问题，引发争议，有观众吐槽“花钱不是来看家庭唱K”甚至喊退票。小沈阳6月2日回应称接受所有批评，强调父女会继续努力、对得起观众。随着出道消息公布，此事再度引发关注。"
"Jun 11, 2025 @ 00:00:00.000","广西一小学生坠楼，当地通报：无生命危险，不存在欺凌情况","日常琐事","2025年6月3日11时20分许，广西桂林市临桂区汇荣小学一名六年级男生坠楼，学校第一时间拨打120、110开展救治，目前该生生命体征平稳、无生命危险。经调查，该生在校期间不存在被欺凌及教师体罚情况，事发当日上午第二节课，班主任因他未完成课堂作业及端午假期外出未及时回家致家长在班级群寻找一事对其批评教育，并通知家长到校。第三节课家长抵达教室门口时，该生看到家长后搬起板凳翻越护栏坠楼。目前临桂区教育系统正全面排查，加强学生心理健康和安全教育，避免类似事件再次发生。"
"Jun 11, 2025 @ 00:00:00.000","宜宾一农村公路多年修不通追踪：永兴镇称系机耕路，符合要求","日常琐事","四川省宜宾市翠屏区永兴镇土堰村六组一条农村公路多年未竣工，村民反映影响日常出行。村民称，多年前修路时每户集资约500元，前任村支书2022年承诺2023年修好所有公路，但拖延至2025年仍有约1.1公里土路未修，涉及8户30余人，且部分4米多宽的土路修缮后缩至3米多宽。永兴镇党委副书记王梓航回应称，涉事路段系农田建设项目延伸的“机耕道”，非公路，项目设计、资金使用符合程序，但无法保证每路通到村民家，未来或有其他计划覆盖。该项目2020年立项，总投资1200万元，计划建14.6公里4.5米宽公路，工期6个月，然5年未完工。记者联系村委会、镇政府、交通局等部门均未获回应，镇交通办电话为空号，暴露出基层治理问题。"
"Jun 11, 2025 @ 00:00:00.000","意外发现前妻遗书，“写着对不起我……”浙江男子忍无可忍：离婚7年了啊！","两性情感","2025年6月11日，浙江桐庐的吴先生因离婚7年的前妻余女士花呗逾期未还，频繁收到催款电话和短信，不堪其扰。吴先生表示，近几个月每天早上8点左右都会接到催债电话，短信称余女士严重违反合同约定，债权人或将提起司法诉讼。尽管吴先生已投诉过且曾消停一段时间，但近期催债电话又持续不断。记者尝试联系余女士未果，其号码显示为空号；联系平台后，客服称因涉及隐私无法查询余女士账号信息，可能因联系不上本人而联系了其预留的第三方号码（即吴先生）。"
"Jun 11, 2025 @ 00:00:00.000","教育部：拟同意设置大湾区大学等10所学校","职场","6月11日，教育部发布《关于拟同意设置本科高等学校的公示》，根据《中华人民共和国高等教育法》等相关规定及第八届全国高等学校设置评议委员会考察评议结果，经审议，拟同意设置包括大湾区大学在内的10所本科高等学校。其中，大湾区大学为公办性质，由广东省人民政府举办、东莞市政府投入保障，规划“一校两区”（松山湖校区256亩、滨海湾校区2100亩，总占地约2356亩），开展全日制本硕博贯通培养，预计2030年在校生达10000人左右（本科与研究生比例1:1），今夏将启动本科招生，首批设置数学与应用数学等5个本科专业，目标建成以理工为主、国际水准、开放包容、湾区特色的新型研究型大学。公示期为6月11日至17日，期间可署名反映意见。"
"Jun 10, 2025 @ 00:00:00.000","国足vs巴林23人大名单公布：王钰栋成新10号，曹永竞、朱辰杰伤缺","运动","2025年6月10日晚19:00，世预赛18强赛C组第10轮，中国男足将在重庆龙兴足球场主场迎战巴林，此为国足本届世预赛末轮荣誉战（已提前出局）。赛前公布的23人名单中，王钰栋首次身披10号，侯永永、刘祝润入选；曹永竞、朱辰杰因伤缺阵，林良铭、谢文能解禁复出。目前国足与巴林同积6分，国足净胜球劣势明显，需全取三分避免小组垫底。"
"Jun 10, 2025 @ 00:00:00.000","眼镜蛇、菜花蛇出没江西多地，专家提醒防蛇技巧","大自然","近期江西多地因高温多雨，眼镜蛇、菜花蛇等蛇类频繁出没，如赣州南康、崇义及九江彭泽等地均有居民家中或货车内发现2米左右菜花蛇、眼镜王蛇的情况。菜花蛇（王锦蛇）虽无毒但体大凶猛，能捕食老鼠和部分毒蛇（如五步蛇），对血液循环毒素有一定抵抗力，遇威胁会释放恶臭液体防御，被视为“百蛇之王”，但面对眼镜王蛇等剧毒蛇会撤退。专家提醒：遇蛇时保持安全距离（约1公尺），缓慢离开，勿擅自驱赶或抓捕，及时联系消防或林业部门；若被咬伤，切勿用嘴吸毒、乱跑或挤压伤口，应立即结扎近心端（留活结每半小时松1-2分钟），冲洗伤口并保持冷静，尽快就医，尽量记住蛇的特征以便对症治疗。"
"Jun 10, 2025 @ 00:00:00.000","上海海关查获39公斤伪装成矿石的犀牛角制品","大自然","近日，上海洋山海关在对一批申报为“铬矿”的国际中转货物查验时，发现箱内上层覆盖黑褐色渣矿，下层夹藏3包疑似濒危物种犀牛角。经鉴定，确认为犀科动物角制品，共计126块、39415.8克（约39公斤）。犀科动物所有种均被列入《濒危野生动植物种国际贸易公约》（CITES）附录，我国相关法律明确禁止非法贸易、携带、邮寄濒危物种及其制品进出境，情节严重构成犯罪的将依法追究刑事责任。"
"Jun 10, 2025 @ 00:00:00.000","雷军辟谣小米驾校车祸传闻，称将追究造谣责任","科技数码","2025年6月10日，针对近期网络传播的“小米汽车高阶驾驶培训发生致命车祸”传闻，小米创始人雷军及高管集体发声辟谣。雷军表示，培训中因学员挑战高强度工况偶有状况属正常，这正是培训的价值所在，但近日大量小号在各平台散播谣言，捏造伤亡、污名化培训项目，性质极其恶劣，将启动法律程序追究造谣者责任。小米集团公关部总经理王化称已完成取证并启动法律程序，小米汽车副总裁李肖爽也强调谣言严重误导公众，将依法追责。"
"Jun 10, 2025 @ 00:00:00.000","成都高新区企业交大铁发成功登陆北交所","科技数码","2025年6月10日，成都高新区企业四川西南交大铁路发展股份有限公司（简称交大铁发）成功登陆北京证券交易所，成为北交所今年首家IPO过会企业，也是成都高新区今年新增的第2家A股上市公司。交大铁发成立于2005年，是轨道交通基础设施安全智能产品及装备领域的国家级专精特新“小巨人”，主要从事轨道交通智能产品及装备研发、生产、销售及专业技术服务，产品广泛应用于高速铁路、普速铁路、城市轨道交通等领域。公司曾两度在新三板挂牌，2024年6月申报北交所，2025年3月过会。本次发行价8.81元/股，发行1909万股（不含超额配售），募资1.68亿元，将用于生产新建、研发中心建设等项目。上市首日开盘涨284.79%，总市值25.88亿元。2022至2024年，公司营收分别为2.35亿、2.73亿、3.35亿元，净利润持续增长。成都高新区在政策、人才、资源对接等方面为其上市提供了全方位支持。"
"Jun 10, 2025 @ 00:00:00.000","70岁任达华现身山东麦田体验农活获赞","娱乐圈","近日，70岁香港演员任达华在山东拍戏期间回到祖籍济宁市，恰逢小麦成熟收割期，他换上布鞋深入田间体验农活，装麦袋、搬粮食动作利落不输年轻人，还拍摄麦穗特写称要“给香港朋友看真正的丰收”。劳作中他感慨“只有站在这里才明白什么是根的感觉”，提及爷爷生前常托人从山东带面粉到香港，家中至今保留山东面食风味。离开时他特意装一捧麦粒，说要“带回去给女儿看爷爷家乡的麦子”。尽管白胡显沧桑，但他肌肉结实、状态饱满，田间身影既展硬汉本色，更流露对故乡的深切眷恋。"
"Jun 10, 2025 @ 00:00:00.000","加拿大鹅任命ZARA前高管为中国区总裁","穿搭美妆","加拿大鹅近日宣布任命谢霖为中国区总裁，全面负责中国内地市场直营业务，她将常驻上海并向亚太区总裁汇报。谢霖此前在ZARA母公司Inditex集团有超15年领导经验，曾任大中华区中南区副总裁兼董事总经理，统筹过ZARA零售、电商及营销等业务。此次任命被视为加拿大鹅自2018年入华后强化本土团队的举措。值得注意的是，这是2022年以来加拿大鹅第三次调整中国区总裁人选。2025财年数据显示，其全球营收13.484亿加元（同比增1.1%），大中华区营收4.27亿加元（同比增1.0%，固定汇率下滑1.7%），亚太其他市场成增长主引擎（同比增31.4%）。目前加拿大鹅在大中华区拥有超25家专门店，未来将推进品牌定位、零售网络及本土化ESG计划。"
"Jun 10, 2025 @ 00:00:00.000","商家售卖北大未名湖湖水引争议，校方要求下架","生活方式","近日，线上二手交易平台出现多个商家售卖北京大学未名湖湖水，每500毫升标价20元至近百元不等，部分商家称“带拍摄视频，包邮”，并宣传湖水对植物生长有神奇效果、可调节空气湿度、提振精神激发智慧等（标注“慎购，仅供观赏”）。6月10日，北京大学保卫部回应表示，学校不允许取用未名湖水售卖，将联系商家下架相关商品，同时呼吁公众若发现类似情况可向学校举报。"
"Jun 10, 2025 @ 00:00:00.000","广州某社区医院电梯使用费引争议，院方回应归属","生活方式","近日，广州天河区吉山社区医院因就医人员使用电梯需单次付费5元引发争议。该医院租用顺谊公寓二三楼，电梯由公寓管理方规定“供住户及商户免费使用，就医人员需付费”。医院回应称收费由公寓制定，资金不归医院；天河区卫生健康局承认此收费“不合理”，系公寓方为避免病人挤占电梯影响住户体验而设，但医护陪同就医者可免费用。目前医院正与公寓协商长期解决方案，可能通过医院统一付费免除个人收费，不过协商期间就医人员仍需自行承担电梯费。"
"Jun 10, 2025 @ 00:00:00.000","福建南安燃气爆燃致2死5伤，含19岁务工女性","日常琐事","6月9日22时30分，福建南安市水头镇下店村一栋三层自建房发生疑似燃气爆燃事故，导致房屋倒塌，造成2人死亡、5人受伤（伤者送医后生命体征平稳）。死者为72岁和19岁两名女性，经官方核实，19岁死者为当地务工人员，并非高考生，此前网传其为刚参加完高考的学生系谣言。初步调查显示，事故疑似因电力施工（非居民操作）导致燃气管道破裂引发，目前具体原因仍在进一步调查中，事发后当地已关停燃气并开展善后处理。"
"Jun 10, 2025 @ 00:00:00.000","广西高考接送车侧翻致7人受伤，无生命危险","日常琐事","6月9日20时40分许，广西贵港市平南县国道G241平山镇路段发生一起交通事故，一辆接送高考学生的大巴车与迎面驶来的轿车相撞后侧翻。车上为刚结束高考返回平山镇的考生，事故造成5人轻伤、2人轻微伤（含4名学生），无人员死亡。伤者已迅速送医治疗，目前事故调查工作正在进行中。网传视频显示，碰撞后大巴车侧翻，有学生蹲坐路边，小臂可见擦伤痕迹。"
"Jun 10, 2025 @ 00:00:00.000","三男子翻栏进入汉长城遗址被景区批评教育","线下活动","6月8日下午，三名男子翻栏进入汉长城遗址，被工作人员及时制止。6月10日，玉门关景区工作人员回应称已对三人进行批评教育和保护遗址宣传，并表示若破坏墙体会严肃追责。汉长城建于西汉元鼎六年（公元前111年），距今2100多年，属国家级文物保护单位，被列入第一批国家级长城重要点段。文物保护单位负责人指出，根据法规，未造成本体不可修复损坏的违规行为只能口头教育，此前曾有越野车队因进入保护区域被罚10万元。"
"Jun 10, 2025 @ 00:00:00.000","贵州男子疑因感情纠纷毒杀子女后自杀未遂","两性情感","2025年6月10日，贵州一起“亲爸毒杀儿女后自杀未遂”的灭门悲剧引发关注。32岁父亲黄某飞因婚姻矛盾，将农药灌进10岁儿子和7岁女儿口中，致两孩子死亡，自己喝药未死后被警方控制。其与妻子2014年打工相识，婚后因赌博、家暴、直播互动被怀疑出轨等问题矛盾不断，离婚冷静期内更升级为非法拘禁并威胁妻子，最终将无辜孩子作为婚姻牺牲品，酿成家庭惨剧。"
"Jun 10, 2025 @ 00:00:00.000","北大毕业生拟录用为燃气公司抄表维修工","职场","近日，四川泸州华润兴泸燃气有限公司拟录用北大毕业生等担任抄表维修工引发关注。据公司通报，5月22日其在川南人才网发布招聘3名抄表维修工的公告，要求大专及以上学历、45岁以下、专业不限，经报名、资格审查、面试等程序，拟录用人员包括24岁爱丁堡大学国际关系硕士曾某某、41岁北京大学国际经济与贸易成人教育本科生罗某及39岁四川师范大学艺术设计专科生汪某某，名单于6月6日公示。公司称招聘属实，罗某有15年能源行业管理经验，岗位需对接智能系统升级，高学历者在数据分析等方面更具优势，未来岗位可能调整。此事引发网友对学历与职业关系、年龄限制等讨论。"
"Jun 10, 2025 @ 00:00:00.000","人社部宣布取消灵活就业人员参保户籍限制","职场","2025年6月10日，人社部在国新办新闻发布会上宣布全面取消灵活就业人员在就业地参加社会保险的户籍限制，重点覆盖灵活就业人员、农民工、新就业形态人员、高校毕业生等群体，同时实施更灵活的参保缴费方式，引导有条件者在就业地或户籍地参加企业职工养老保险，并稳妥扩大新就业形态人员职业伤害保障试点。这一政策打破了长期存在的户籍壁垒，惠及约3亿城镇常住非户籍人口，灵活就业者凭身份证、居住证即可在就业地参保，享受与本地职工同等医保、养老待遇，配套推进社保转移接续“全国通办”、困难群体代缴补贴等措施，助力解决过去因户籍限制导致的参保难、待遇衔接不畅等问题，推动社保向更公平、更可及方向发展。"
"Jun 10, 2025 @ 00:00:00.000","10岁女孩玩网红秋千坠河身亡，家属索赔40万","家庭","2024年3月30日，河南信阳新县某湿地公园内，10岁女孩小徐独自荡网红秋千时不慎跌落河中溺水。监控显示，小徐12时47分51秒落水后挣扎近三分钟，岸边无人察觉施救，直至10分钟后被秋千安装者黄某某发现，最终抢救无效去世。事后，家属起诉秋千安装者黄某某、村委会及乡政府，索赔40余万元。一审认定家属因未尽监护义务担责80%，黄某某因未设安全措施担责15%，村委会因未核查设施安全担责5%，共赔偿17万余元。2025年6月9日，二审驳回双方上诉，维持原判。"
"Jun 10, 2025 @ 00:00:00.000","福建南安民房倒塌遇难者含祖孙两人","家庭","6月9日22时30分，福建南安市水头镇下店村发生疑似燃气管道破裂爆燃事件，致一栋三层民房倒塌。截至6月10日，事故造成2人遇难、5人受伤（伤者生命体征平稳）。此前有消息称遇难者为刚结束高考的女生和其祖母，经南安官方核实，两名遇难者均为女性，分别是72岁的奶奶和19岁已参加工作的孙女（非今年高考生）。事故发生后，当地迅速组织应急、消防、公安、医疗等部门开展救援，目前现场救援已结束，原因调查和善后处理正有序推进。附近居民反映事发时听到巨响，部分房屋玻璃被震碎受波及。"
"Jun 9, 2025 @ 00:00:00.000","樊振东时隔半年重返乒超联赛上演大逆转","运动","2025年6月9日，2025赛季中国乒乓球俱乐部超级联赛拉开战幕，樊振东时隔半年（上一次参赛为2024年12月）重返乒超。近日，他与许昕一同现身河北雄安新区积极备战，两人同属上海地产集团队。值得关注的是，樊振东将开启“双线作战”模式——除了参加乒超联赛第一阶段（6月9日至11日在雄安体育中心体育馆举行），还将加盟德国萨尔布吕肯俱乐部，参与2025-2026赛季德国乒乓球甲级联赛和欧洲冠军联赛，引发国内外广泛关注。"
"Jun 9, 2025 @ 00:00:00.000","黄杨钿甜父亲关联公司进入注销程序","娱乐圈","近日，黄杨钿甜父亲杨伟曾关联的深圳市水瓷慕美妆贸易有限公司（曾用名益善堂（深圳）生物科技有限公司）进入注销程序，公告期自6月6日至7月21日，注销原因为决议解散。该公司成立于2020年4月，注册资本1000万元，经营范围涉及美妆、生物制品等。值得注意的是，5月14日杨伟已卸任公司法定代表人、执行董事、总经理并退出股东，同时司玲霞卸任监事；此后公司因“通过登记的住所或经营场所无法联系”被龙岗市监局列入经营异常名录。深圳市监局回应称，杨伟退股程序合规（5月13日材料补正后于次日工作时间完成审批），但退股时间与“天价耳环”争议回应仅隔两天，且公司后续经营异常，引发公众对利益输送、规避责任的猜测。"
"Jun 9, 2025 @ 00:00:00.000","山西长治高考醉酒考生事件被证实为谣言","日常琐事","近日，网络流传“山西长治高考现醉酒女生”的消息引发关注。6月8日上午，该消息在今日头条等平台传播，经长治市招考管理部门多方核实，确认该事件发生地并非长治，系不实信息。当地教育局及考试机构随后发布声明，明确高考期间未发生类似情况。此次谣言传播提醒公众，面对网络信息需保持理性，做到不造谣、不信谣、不传谣，共同维护清朗网络环境。"
"Jun 9, 2025 @ 00:00:00.000","北大回应韦东奕健康问题呼吁保护学者","职场","近日，北京大学“韦神”韦东奕开通个人社交账号引发广泛关注，截至6月9日粉丝量已突破2300万。其视频中牙齿缺失等情况引发网友对健康的担忧。北大数学科学学院及北京国际数学研究中心回应称，韦东奕存在严重牙周问题，近三年每年参加学校体检，其他结果正常；学校已多次派人陪同其就诊，医生会诊并提出治疗方案，下一步将帮助积极治疗。家属透露其患牙周炎曾多次治疗，今年会再陪诊，且其虽从小不吃荤但保证鸡蛋、牛奶等蛋白质摄入。北大感谢公众关心，呼吁共同保护学者专心治学的宁静环境，让其心无旁骛投入教学科研。"
"Jun 9, 2025 @ 00:00:00.000","80后张桥出任苏州大学校长","职场","2025年6月9日，“80后”张桥正式出任苏州大学校长。张桥1982年6月生，本科、硕士就读于中国科学技术大学，后赴美获加州大学河滨分校化学博士学位，并在加州大学伯克利分校从事博士后研究。2014年回国加入苏州大学，历任功能纳米与软物质研究院副院长、国际合作交流处处长等职；2020年起转入地方任职，先后任昆山市副市长、苏州市副市长，2024年5月任江苏省科技厅副厅长。此次履新后，43岁的张桥成为苏州大学1982年更名以来最年轻校长，也是全国211大学中首位“80后”校长。"
"Jun 8, 2025 @ 00:00:00.000","高芙逆转赢得法网女单冠军，萨巴伦卡赛后落泪","运动","2025年6月8日，法网女单决赛中，高芙与世界第一萨巴伦卡展开激烈对决，高芙经过三盘苦战以2-1逆转取胜，首夺法网冠军，这也是她职业生涯第二座大满贯奖杯。比赛过程跌宕起伏，萨巴伦卡首盘抢七险胜后，高芙调整状态连下两盘完成逆转。赛后颁奖仪式上，萨巴伦卡情绪激动、泪洒赛场，直言“这是最糟糕的比赛”，但仍大度祝贺高芙“在艰难条件下表现更出色”，并向团队致歉，展现出真性情。高芙则在夺冠后难掩激动，肯定对手的坚韧，两人的对决成为法网又一经典。"
"Jun 8, 2025 @ 00:00:00.000","安徽泾县通报游客被打事件：涉事3人被拘，5名公职人员被追责","旅行","2025年端午假期，江苏游客蔡某一家在安徽泾县桃花潭景区附近公共停车位停车时，遭附近“佳乐农家土菜馆”老板要求必须就餐否则不能停车，拒绝后双方发生口角，老板叫来店内人员围殴蔡某，其4岁女儿被吓哭。蔡某身体多处受伤，报警后经派出所协调，打人者家属道歉并赔偿500元。事件因视频上网引发关注后，6月6日泾县文旅局发布通报，承认旅游市场管理存在不足，向蔡某一家致歉，成立工作专班全面调查并严肃处理，承诺加强市场秩序管理。目前涉事3人被行政拘留，5名相关公职人员因管理失职被追责。"
"Jun 8, 2025 @ 00:00:00.000","游客饭店门口停车被围殴后，县长开会整治旅游市场","旅行","2025年6月1日端午假期，江苏镇江游客蔡某携家人在安徽泾县桃花潭景区附近公共停车位停车时，因拒绝餐馆老板“必须就餐才能停车”的要求发生争执，遭老板纠集人员围殴，致身体多处受伤、女儿受惊吓。事件经网络曝光后引发关注，6月7日泾县文化和旅游局成立专班调查并致歉，承认旅游市场管理存在不足；同日下午，县长许立勋主持召开全县旅游市场秩序整治工作会议，要求聚焦短板弱项，从严从紧规范旅游经营行为，强化责任落实，推动服务保障常态化，以重塑旅游市场环境。"
"Jun 8, 2025 @ 00:00:00.000","贵州毕节玉米地突现深坑，镇政府称将回填","大自然","2025年6月6日，贵州毕节市金沙县一玉米地被网友视频曝光出现“一眼看不到底”的深坑，网友推测与煤矿开采有关，视频显示深坑靠近田间小路，有村民称“真的看不到底”，发布者否认是古墓或溶洞。6月7日，后山镇政府澄清深坑位于相邻的源村镇，源村镇政府表示辖区有煤矿但不确定是否采空区，会核实调查。6月8日，源村镇政府称已派领导到现场查看，目前深坑原因不明，需技术单位出具说明，计划回填，未测深度，周围已设警示标志提示勿靠近。"
"Jun 8, 2025 @ 00:00:00.000","比亚迪回应常压油箱争议：已全部切换高压油箱方案","科技数码","6月8日，比亚迪集团品牌及公关处总经理李云飞回应“常压油箱”和“车圈恒大”争议，称2021-2023年采用的常压油箱方案符合法规要求，通过定期启动发动机运转3-5分钟燃烧燃油蒸汽实现排放合规，后因部分客户反馈发动机定期启动体验不好，已全部切换为高压油箱方案。同时提到浙江某头部车企2018-2023年多款PHEV车型也采用常压油箱方案。关于“车圈恒大”争议，比亚迪表示河北某车企恶意举报，经证券交易所及监管部门调查确认无问题，欢迎同行监督，但保留对恶意举报等不正当竞争行为追责的权利。"
"Jun 8, 2025 @ 00:00:00.000","韦神短视频账号粉丝破2000万，家属称后续将自主运营","科技数码","近日，北大“韦神”韦东奕在短视频平台开设个人账号，账号经实名认证并标注“韦东奕本人账号”，由家人协助注册。账号仅发布一条4秒的自我介绍视频，内容为“大家好，我叫韦东奕，这是我的账号”，引发广泛关注。截至6月8日，该账号粉丝已突破2000万。其堂哥证实账号真实，称开设初衷是促进韦东奕与外界交流，后续将自主运营，以短视频、直播等形式分享数学知识，减少此前关于他的不实传言。"
"Jun 8, 2025 @ 00:00:00.000","锦州动物园白眉长臂猿因高考暂停展出","宠物","2025年高考期间（6月7日至9日），辽宁锦州动物园因白眉长臂猿生性喜鸣叫，为避免其玩耍高兴时的叫声影响附近考生，决定暂停该物种对外展出。动物园北门与锦州市第一高级中学仅一街之隔，距北门约800米处还有锦州市第三初级中学。尽管展馆内未看到白眉长臂猿身影，但视频中仍能听到其叫声，引发网友调侃“太逗了，不让人家叫了还”。园方表示仅白眉长臂猿展区暂停开放。白眉长臂猿是国家一级重点保护野生动物，野外种群数量比大熊猫还少，十分珍稀。"
"Jun 8, 2025 @ 00:00:00.000","马斯克父亲现身莫斯科论坛引争议","娱乐圈","2025年6月7日，马斯克父亲埃罗尔·马斯克抵达莫斯科，将出席6月9日至10日举行的“未来2050国际论坛”，并就太空、火星探索及未来科技等议题发表演讲，同场嘉宾包括俄罗斯外长拉夫罗夫。敏感时刻，埃罗尔在接受俄媒采访时评价儿子埃隆与特朗普的“口水仗”是错误，称这是“明天就会结束的小事情”，解释双方因五个月高压状态疲惫压力大所致，并明确表态“特朗普必将获胜，埃隆犯了错误”。此前6月6日他也回应争执像“雄性争夺支配地位”的冲突，建议马斯克承认特朗普会“赢下这一轮”，还对埃隆提及特朗普与爱泼斯坦文件的言论表示不解，认为可能是“愚蠢错误”，并曾发信息让儿子冷静。"
"Jun 8, 2025 @ 00:00:00.000","张韶涵励志歌曲成高考应援神曲","娱乐圈","近期高考期间，张韶涵多首励志歌曲如《隐形的翅膀》《欧若拉》《破茧》等成为考生应援神曲，被广泛用作应援视频背景音乐，她因此被戏称为“高考最忙的人”。这些歌曲因积极向上的歌词（如对梦想的执着、光明的信念）和激励旋律，成为考生备考的精神支柱，缓解压力、提振信心。考生和家长还通过改歌词、当闹钟、考场外放等二创方式表达对歌曲的喜爱。张韶涵本人在社交平台回应，录制视频为考生加油，称“高考战歌”已准备好。教育专家指出，适当的励志音乐能帮助考生调整心态、提升专注，张韶涵的歌曲恰好扮演了这一角色。"
"Jun 8, 2025 @ 00:00:00.000","富士康工人王金永白天打工晚上直播走红","生活方式","成都富士康工人王金永近日因白天打工、晚上公园唱歌走红网络。他40岁左右，白天在富士康工作，下班后到郫都区公园驻唱，凭借随性松弛的演唱风格和爆发力十足的歌声（擅长流行、摇滚等经典老歌），半个月内涨粉70万，视频播放量超千万、点赞数百万，被网友称为“成都的郭有才”。面对经纪公司签约、直播带货等邀约，他明确拒绝，表示“不想让唱歌商业化”，坚持将其作为纯粹爱好，同时稳定在富士康工作。因粉丝暴增导致现场人数过多，目前公园演出已被管理方紧急叫停。"
